record_type,from_stop-to_stop,time_ver_0,time_ver_1,time_ver_2,time_ver_3,distance_km,from_stop,to_stop
D,sxbtj1-frakle,10,10,10,10,6.75,sxbtj1,frakle
D,sxbtj1-frasta,10,10,10,10,6.85,sxbtj1,frasta
D,sxbtj1-hlgsta,10,10,10,10,9.4,sxbtj1,hlgsta
D,sxbtj1-lwdgan,24,24,24,24,22.79,sxbtj1,lwdgan
D,sxbtj1-lwdns,24,24,24,24,22.79,sxbtj1,lwdns
D,sxbtj1-mnggar,14,14,14,14,9.7,sxbtj1,mnggar
D,sxbtj1-mpampa,14,14,14,14,9.7,sxbtj1,mpampa
D,sxbtj1-sxbtj2,0,0,0,0,0.0,sxbtj1,sxbtj2
D,sxbtj1-sxbtjh,0,0,0,0,0.0,sxbtj1,sxbtjh
D,sxbtj2-frafro,10,10,10,10,6.15,sxbtj2,frafro
D,sxbtj2-frakle,10,10,10,10,6.75,sxbtj2,frakle
D,sxbtj2-frasta,10,10,10,10,6.85,sxbtj2,frasta
D,sxbtj2-hlgsta,10,10,10,10,9.4,sxbtj2,hlgsta
D,sxbtj2-lwdgan,24,24,24,24,22.79,sxbtj2,lwdgan
D,sxbtj2-lwdns,24,24,24,24,22.79,sxbtj2,lwdns
D,sxbtj2-mnggar,14,14,14,14,9.7,sxbtj2,mnggar
D,sxbtj2-mpampa,14,14,14,14,9.7,sxbtj2,mpampa
D,sxbtj2-sxbtj1,0,0,0,0,0.0,sxbtj2,sxbtj1
D,sxbtj2-sxbtjh,0,0,0,0,0.0,sxbtj2,sxbtjh
D,sxbtjh-frafro,10,10,10,10,6.15,sxbtjh,frafro
D,sxbtjh-frakle,10,10,10,10,6.75,sxbtjh,frakle
D,sxbtjh-frasta,10,10,10,10,6.85,sxbtjh,frasta
D,sxbtjh-hlgsta,10,10,10,10,9.4,sxbtjh,hlgsta
D,sxbtjh-lwdbuf,24,24,24,24,22.79,sxbtjh,lwdbuf
D,sxbtjh-lwdgan,24,24,24,24,22.79,sxbtjh,lwdgan
D,sxbtjh-lwdns,24,24,24,24,22.79,sxbtjh,lwdns
D,sxbtjh-mnggar,14,14,14,14,9.7,sxbtjh,mnggar
D,sxbtjh-mpampa,14,14,14,14,9.7,sxbtjh,mpampa
D,sxbtjh-sxbtj1,0,0,0,0,0.0,sxbtjh,sxbtj1
D,sxbtjh-sxbtj2,0,0,0,0,0.0,sxbtjh,sxbtj2
D,tapaz2-emngar,23,23,23,23,19.0,tapaz2,emngar
D,tapbus-asnbus,55,55,55,55,42.0,tapbus,asnbus
D,tapbus-bgrrot,25,25,25,25,25.0,tapbus,bgrrot
D,tapbus-emnboe,25,25,25,25,16.0,tapbus,emnboe
D,tapbus-emnbu5,30,30,30,30,16.0,tapbus,emnbu5
D,tapbus-emnbus,30,30,30,30,16.0,tapbus,emnbus
D,tapbus-emngar,26,26,26,26,19.2,tapbus,emngar
D,tapbus-emnns,23,23,23,23,16.0,tapbus,emnns
D,tapbus-gngbus,65,65,65,65,55.0,tapbus,gngbus
D,tapbus-gngcs,65,65,65,65,55.0,tapbus,gngcs
D,tapbus-gnggar,65,65,65,65,55.0,tapbus,gnggar
D,tapbus-mskbru,12,12,12,12,8.0,tapbus,mskbru
D,tapbus-mskijz,12,12,12,12,8.0,tapbus,mskijz
D,tapbus-sknbus,22,22,22,22,20.0,tapbus,sknbus
D,tapbus-skngar,22,22,22,22,20.0,tapbus,skngar
D,tapbus-tapfle,2,2,2,2,0.8,tapbus,tapfle
D,tapbus-vdmbus,35,35,35,35,29.0,tapbus,vdmbus
D,tapbus-vdmgar,35,35,35,35,29.0,tapbus,vdmgar
D,tapbus-vdmsta,33,33,33,33,27.0,tapbus,vdmsta
D,tapbus-vtmvri,12,12,12,12,9.0,tapbus,vtmvri
D,tapbus-vwdmar,28,28,28,28,22.0,tapbus,vwdmar
D,tapbus-wscgar,45,45,45,45,40.0,tapbus,wscgar
D,tapbus-wscns,45,45,45,45,40.0,tapbus,wscns
D,tapfle-asnbus,55,55,55,55,42.0,tapfle,asnbus
D,tapfle-bgrrot,25,25,25,25,25.0,tapfle,bgrrot
D,tapfle-emnboe,25,25,25,25,16.0,tapfle,emnboe
D,tapfle-emnbus,25,25,25,25,16.0,tapfle,emnbus
D,tapfle-emngar,33,33,33,33,18.843,tapfle,emngar
D,tapfle-gngbus,65,65,65,65,55.0,tapfle,gngbus
D,tapfle-gngcs,65,65,65,65,55.0,tapfle,gngcs
D,tapfle-gnggar,65,65,65,65,55.0,tapfle,gnggar
D,tapfle-mskbru,12,12,12,12,8.0,tapfle,mskbru
D,tapfle-mskijz,12,12,12,12,8.0,tapfle,mskijz
D,tapfle-sknbus,22,22,22,22,16.0,tapfle,sknbus
D,tapfle-skngar,22,22,22,22,16.0,tapfle,skngar
D,tapfle-tapbus,2,2,2,2,0.8,tapfle,tapbus
D,tapfle-vdmbus,35,35,35,35,29.0,tapfle,vdmbus
D,tapfle-vdmgar,35,35,35,35,29.0,tapfle,vdmgar
D,tapfle-vdmsta,33,33,33,33,27.0,tapfle,vdmsta
D,tapfle-vtmvri,12,12,12,12,9.0,tapfle,vtmvri
D,tapfle-vwdmar,28,28,28,28,22.0,tapfle,vwdmar
D,tapfle-wscgar,45,45,45,45,40.0,tapfle,wscgar
D,tapfle-wscns,45,45,45,45,40.0,tapfle,wscns
D,tboboe-apggar,18,18,18,18,12.0,tboboe,apggar
D,tboboe-gnggar,23,23,23,23,12.0,tboboe,gnggar
D,tboboe-uhzgar,35,35,35,35,19.56,tboboe,uhzgar
D,tbobol-apgbus,15,15,15,15,12.0,tbobol,apgbus
D,tbobol-apggar,15,15,15,15,12.0,tbobol,apggar
D,tbobol-bdmwil,14,14,14,14,8.0,tbobol,bdmwil
D,tbobol-dzlns,17,17,17,17,16.0,tbobol,dzlns
D,tbobol-dzlska,17,17,17,17,16.0,tbobol,dzlska
D,tbobol-gngbus,20,20,20,20,12.0,tbobol,gngbus
D,tbobol-gngcs,20,20,20,20,12.0,tbobol,gngcs
D,tbobol-gngemm,20,20,20,20,12.0,tbobol,gngemm
D,tbobol-gnggar,23,23,23,23,12.0,tbobol,gnggar
D,tbobol-gngied,26,26,26,26,16.4,tbobol,gngied
D,tbobol-gngvee,22,22,22,22,13.0,tbobol,gngvee
D,tbobol-gngzui,20,20,20,20,12.0,tbobol,gngzui
D,tbobol-ktsker,18,18,18,18,13.0,tbobol,ktsker
D,tbobol-lpsns,9,9,9,9,9.0,tbobol,lpsns
D,tbobol-mdscon,14,14,14,14,11.0,tbobol,mdscon
D,tbobol-sdbkrl,20,20,20,20,16.0,tbobol,sdbkrl
D,tbobol-sdbsin,20,20,20,20,16.0,tbobol,sdbsin
D,tbobol-uhzgar,30,30,30,30,26.0,tbobol,uhzgar
D,tbobol-uhzrip,28,28,28,28,25.0,tbobol,uhzrip
D,tbobol-uhzsta,30,30,30,30,26.0,tbobol,uhzsta
D,tbobol-wmdmol,14,14,14,14,12.0,tbobol,wmdmol
D,tbodyk-gnggar,23,23,23,23,12.0,tbodyk,gnggar
D,tbodyk-gngied,28,28,28,28,17.4,tbodyk,gngied
D,tbodyk-gngstr,22,22,22,22,18.0,tbodyk,gngstr
D,tboham-apggar,17,17,17,17,14.781,tboham,apggar
D,tbtboo-drabus,26,26,26,26,22.8,tbtboo,drabus
D,tbtboo-gngcs,24,24,24,24,19.05,tbtboo,gngcs
D,tbtboo-gnggar,27,27,27,27,25.6,tbtboo,gnggar
D,tbtboo-lekbus,4,4,4,4,2.59,tbtboo,lekbus
D,tbtboo-lekgar,7,7,7,7,1.55,tbtboo,lekgar
D,tbtboo-owdbus,45,45,45,45,41.61,tbtboo,owdbus
D,tbtboo-owdgar,45,45,45,45,41.61,tbtboo,owdgar
D,tbtboo-shvgar,27,27,27,27,21.55,tbtboo,shvgar
D,tbtene-drabus,26,26,26,26,22.8,tbtene,drabus
D,tbtene-gngcs,28,28,28,28,19.05,tbtene,gngcs
D,tbtene-gnggar,27,27,27,27,25.6,tbtene,gnggar
D,tbtene-gngied,18,18,18,18,18.9,tbtene,gngied
D,tbtene-hkktra,16,16,16,16,13.0,tbtene,hkktra
D,tbtene-lekbus,4,4,4,4,1.55,tbtene,lekbus
D,tbtene-lekgar,7,7,9,7,1.55,tbtene,lekgar
D,tbtene-lekind,3,3,3,3,1.8,tbtene,lekind
D,tbtene-lekoos,6,6,6,6,2.7,tbtene,lekoos
D,tbtene-owdbus,45,45,45,45,41.61,tbtene,owdbus
D,tbtene-owdgar,45,45,45,45,41.61,tbtene,owdgar
D,tbtene-rdedor,10,10,10,10,7.0,tbtene,rdedor
D,tbtene-shvgar,27,27,27,27,21.55,tbtene,shvgar
D,tbtene-shvtor,26,26,26,26,21.0,tbtene,shvtor
D,tptold-apggar,13,13,13,13,11.01,tptold,apggar
D,twahoo-apggar,24,24,24,24,16.109,twahoo,apggar
D,twahoo-sdabus,14,14,14,14,9.1,twahoo,sdabus
D,twahoo-wscgar,19,19,19,19,19.0,twahoo,wscgar
D,uhmsta-apgbus,25,25,25,25,22.0,uhmsta,apgbus
D,uhmsta-apggar,25,25,25,25,22.0,uhmsta,apggar
D,uhzbuf-dzlns,30,30,30,30,21.3,uhzbuf,dzlns
D,uhzbuf-uhzsta,0,0,0,0,0.0,uhzbuf,uhzsta
D,uhzgar-apgbus,30,30,30,30,22.0,uhzgar,apgbus
D,uhzgar-apgfvp,31,31,31,31,25.99,uhzgar,apgfvp
D,uhzgar-apggar,25,25,25,25,22.0,uhzgar,apggar
D,uhzgar-apghof,30,30,30,30,24.0,uhzgar,apghof
D,uhzgar-apgns,25,25,25,25,22.0,uhzgar,apgns
D,uhzgar-bdmwil,35,35,35,35,28.0,uhzgar,bdmwil
D,uhzgar-dzlns,30,30,30,30,21.3,uhzgar,dzlns
D,uhzgar-dzlska,25,25,25,25,21.3,uhzgar,dzlska
D,uhzgar-dzlzkh,30,30,30,30,21.391,uhzgar,dzlzkh
D,uhzgar-eruhav,22,22,22,22,17.0,uhzgar,eruhav
