record_type,from_stop-to_stop,time_ver_0,time_ver_1,time_ver_2,time_ver_3,distance_km,from_stop,to_stop
D,aducpp-apggar,36,36,36,36,35.116,aducpp,apggar
D,aducpp-gnggar,18,18,18,18,13.0,aducpp,gnggar
D,aducpp-gngied,11,11,11,11,9.3,aducpp,gngied
D,aducpp-lekgar,24,24,24,24,20.5,aducpp,lekgar
D,aducpp-mnzsch,25,25,25,25,17.2,aducpp,mnzsch
D,aducpp-wsmsta,30,30,30,30,28.0,aducpp,wsmsta
D,aducpp-zkpgar,30,30,30,30,23.0,aducpp,zkpgar
D,aduhee-burkee,20,20,20,20,18.0,aduhee,burkee
D,aduhee-eruhav,18,18,18,18,15.0,aduhee,eruhav
D,aduhee-gkkwie,12,12,12,12,11.0,aduhee,gkkwie
D,aduhee-gngcs,14,14,14,14,11.0,aduhee,gngcs
D,aduhee-gngemm,14,14,14,14,11.0,aduhee,gngemm
D,aduhee-gnggar,18,18,18,18,13.0,aduhee,gnggar
D,aduhee-gngied,11,11,11,11,9.3,aduhee,gngied
D,aduhee-gngzui,14,14,14,14,11.0,aduhee,gngzui
D,aduhee-gtgraa,15,15,15,15,13.0,aduhee,gtgraa
D,aduhee-gtgwee,15,15,15,15,13.0,aduhee,gtgwee
D,aduhee-klmnij,25,25,25,25,23.0,aduhee,klmnij
D,aduhee-klptre,25,25,25,25,23.0,aduhee,klptre
D,aduhee-lnskrk,20,20,20,20,16.0,aduhee,lnskrk
D,aduhee-lnszwe,20,20,20,20,16.0,aduhee,lnszwe
D,aduhee-nhvker,15,15,15,15,10.0,aduhee,nhvker
D,aduhee-nzlbom,10,10,10,10,9.0,aduhee,nzlbom
D,aduhee-ohvnie,13,13,13,13,9.0,aduhee,ohvnie
D,aduhee-okksch,10,10,10,10,8.0,aduhee,okksch
D,aduhee-shvgar,33,33,33,33,23.0,aduhee,shvgar
D,aduhee-shvtor,27,27,27,27,23.0,aduhee,shvtor
D,aduhee-wdhroc,16,16,16,16,13.0,aduhee,wdhroc
D,aduhee-zhnzon,6,6,6,6,4.0,aduhee,zhnzon
D,aduhee-zkpgar,30,30,30,30,23.0,aduhee,zkpgar
D,agsdri-drabus,19,19,19,19,15.0,agsdri,drabus
D,ajmnww-dkmbus,12,12,12,12,10.8,ajmnww,dkmbus
D,ajmsin-dkmbuf,12,12,12,12,10.0,ajmsin,dkmbuf
D,ajmsin-dkmbus,12,12,12,12,10.0,ajmsin,dkmbus
D,ajmsin-dkmgar,12,12,12,12,10.0,ajmsin,dkmgar
D,akmhee-lwdbuf,26,26,26,26,25.0,akmhee,lwdbuf
D,akmhee-lwdgan,26,26,26,26,25.0,akmhee,lwdgan
D,akmhee-lwdns,26,26,26,26,25.0,akmhee,lwdns
D,akmsta-akmtsj,1,1,1,1,0.5,akmsta,akmtsj
D,akmtsj-akmsta,1,1,1,1,0.5,akmtsj,akmsta
D,altvee-bgrrot,27,27,27,27,24.0,altvee,bgrrot
D,altvee-blwrei,27,27,27,27,18.0,altvee,blwrei
D,altvee-gngbus,40,40,40,40,38.0,altvee,gngbus
D,altvee-gngcs,40,40,40,40,38.0,altvee,gngcs
D,altvee-kuduls,28,28,28,28,23.0,altvee,kuduls
D,altvee-mskbru,20,20,20,20,17.0,altvee,mskbru
D,altvee-mskijz,20,20,20,20,17.0,altvee,mskijz
D,altvee-npkrub,7,7,7,7,5.0,altvee,npkrub
D,altvee-sknbus,15,15,15,15,9.0,altvee,sknbus
D,altvee-skngar,13,13,13,13,8.0,altvee,skngar
D,altvee-sknmaa,15,15,15,15,10.0,altvee,sknmaa
D,altvee-vdmaqu,20,20,20,20,10.0,altvee,vdmaqu
D,altvee-vdmbus,20,20,20,20,10.0,altvee,vdmbus
D,altvee-vdmgar,17,17,17,17,12.0,altvee,vdmgar
D,altvee-vdmsta,18,18,18,18,8.0,altvee,vdmsta
D,altvee-vlvspo,20,20,20,20,13.0,altvee,vlvspo
D,altvee-vwdmar,12,12,12,12,8.0,altvee,vwdmar
D,altvee-wscgar,25,25,25,25,15.0,altvee,wscgar
D,altvee-wscns,20,20,20,20,15.0,altvee,wscns
D,altvee-wscpos,17,17,17,17,16.0,altvee,wscpos
D,annew-emngar,45,45,45,45,37.0,annew,emngar
D,annew-gngcs,27,27,27,27,26.0,annew,gngcs
D,annew-gnggar,27,27,27,27,26.0,annew,gnggar
D,annew-skngar,30,30,30,30,24.0,annew,skngar
D,annew-vdmgar,25,25,25,25,24.0,annew,vdmgar
D,annhun-asnbus,17,17,17,17,15.0,annhun,asnbus
D,annhun-asngar,24,24,24,24,17.5,annhun,asngar
D,annhun-emngar,48,48,48,48,38.0,annhun,emngar
D,annhun-gngcs,30,30,30,30,23.0,annhun,gngcs
D,annhun-gnggar,30,30,30,30,23.0,annhun,gnggar
D,annhun-gngied,26,26,26,26,26.0,annhun,gngied
D,annhun-sknbus,30,30,30,30,24.0,annhun,sknbus
D,annhun-skngar,30,30,30,30,24.0,annhun,skngar
D,annhun-vdmbus,20,20,20,20,14.0,annhun,vdmbus
D,annhun-vdmgar,25,25,25,25,24.0,annhun,vdmgar
D,annhun-vdmsta,22,22,22,22,12.0,annhun,vdmsta
D,annmar-asnbus,17,17,17,17,15.0,annmar,asnbus
D,annmar-asngar,24,24,24,24,17.5,annmar,asngar
D,annmar-asnmlk,27,27,27,27,15.0,annmar,asnmlk
D,annmar-asntor,25,25,25,25,24.0,annmar,asntor
D,annmar-bdmmad,18,18,18,18,13.0,annmar,bdmmad
D,annmar-bgrrot,13,13,13,13,12.0,annmar,bgrrot
D,annmar-dpubus,15,15,15,15,15.0,annmar,dpubus
D,annmar-dpunor,15,15,15,15,15.0,annmar,dpunor
D,annmar-eelair,15,15,15,15,15.0,annmar,eelair
D,annmar-eeling,15,15,15,15,15.0,annmar,eeling
D,annmar-emnbu5,36,36,36,36,34.0,annmar,emnbu5
D,annmar-emnbus,36,36,36,36,34.0,annmar,emnbus
D,annmar-emngar,45,45,45,45,37.0,annmar,emngar
D,annmar-gngcs,28,28,28,28,23.0,annmar,gngcs
D,annmar-gngemm,27,27,27,27,23.0,annmar,gngemm
D,annmar-gnggar,32,32,32,32,23.0,annmar,gnggar
D,annmar-gngvee,25,25,25,25,21.0,annmar,gngvee
D,annmar-gngzui,27,27,27,27,23.0,annmar,gngzui
D,annmar-gtnbri,11,11,11,11,8.0,annmar,gtnbri
D,annmar-hgncur,24,24,24,24,16.0,annmar,hgncur
D,annmar-hgzrak,20,20,20,20,14.0,annmar,hgzrak
D,annmar-hgzrem,24,24,24,24,16.0,annmar,hgzrem
D,annmar-hgztsl,22,22,22,22,15.0,annmar,hgztsl
D,annmar-shvgar,53,53,53,53,50.0,annmar,shvgar
D,annmar-sknbus,30,30,30,30,24.0,annmar,sknbus
D,annmar-skngar,30,30,30,30,24.0,annmar,skngar
D,annmar-sknmaa,30,30,30,30,24.0,annmar,sknmaa
D,annmar-vdmaqu,20,20,20,20,15.0,annmar,vdmaqu
D,annmar-vdmbus,20,20,20,20,14.0,annmar,vdmbus
D,annmar-vdmgar,25,25,25,25,24.0,annmar,vdmgar
D,annmar-vdmsta,21,21,21,21,12.0,annmar,vdmsta
D,annmar-vrsraa,16,16,16,16,13.0,annmar,vrsraa
D,annmar-zkpgar,55,55,55,55,55.0,annmar,zkpgar
D,annmar-zlrbri,10,10,10,10,5.5,annmar,zlrbri
D,annn34-gnggar,22,22,22,22,11.0,annn34,gnggar
D,annn34-gngstr,22,22,22,22,24.2,annn34,gngstr
D,annn34-gnstre,22,22,22,22,11.0,annn34,gnstre
D,annrot-apggar,42,42,42,42,40.0,annrot,apggar
D,annrot-emngar,45,45,45,45,37.0,annrot,emngar
D,annrot-gngcs,27,27,27,27,26.0,annrot,gngcs
D,annrot-gnggar,27,27,27,27,26.0,annrot,gnggar
D,annrot-gngied,23,23,23,23,24.2,annrot,gngied
D,annrot-gngstd,27,27,27,27,26.0,annrot,gngstd
D,annrot-gngstr,22,22,22,22,24.2,annrot,gngstr
D,annrot-gnstad,22,22,22,22,24.2,annrot,gnstad
D,annrot-gnstre,22,22,22,22,11.0,annrot,gnstre
D,annrot-hrgp+r,17,17,17,17,19.0,annrot,hrgp+r
D,annrot-vdmgar,25,25,25,25,24.0,annrot,vdmgar
D,annwep-asngar,28,28,28,28,13.445,annwep,asngar
D,annwep-gnggar,36,36,36,36,23.0,annwep,gnggar
D,annzwb-gngbus,27,27,27,27,23.0,annzwb,gngbus
D,annzwb-vdmbus,20,20,20,20,22.0,annzwb,vdmbus
D,apgbus-apgfvp,6,6,6,6,2.2,apgbus,apgfvp
D,apgbus-apggar,1,1,1,1,0.01,apgbus,apggar
D,apgbus-apgns,4,4,4,4,1.0,apgbus,apgns
D,apgbus-apgvoo,5,5,5,5,3.0,apgbus,apgvoo
D,apgbus-bdmmad,30,30,30,30,22.0,apgbus,bdmmad
D,apgbus-bdmwil,27,27,27,27,23.0,apgbus,bdmwil
D,apgbus-dzlfco,4,4,4,4,1.5,apgbus,dzlfco
D,apgbus-dzlns,8,8,8,8,4.0,apgbus,dzlns
D,apgbus-dzlska,15,15,15,15,5.0,apgbus,dzlska
D,apgbus-dzlzkh,7,7,7,7,4.0280000000000005,apgbus,dzlzkh
D,apgbus-eemdat,20,20,20,20,14.0,apgbus,eemdat
D,apgbus-gngbus,35,35,35,35,28.0,apgbus,gngbus
D,apgbus-gngcs,35,35,40,35,28.0,apgbus,gngcs
D,apgbus-gnggar,35,35,35,35,28.0,apgbus,gnggar
D,apgbus-gngied,40,40,40,40,30.6,apgbus,gngied
D,apgbus-gngkar,30,30,30,30,21.0,apgbus,gngkar
D,apgbus-gngstr,40,40,40,40,29.9,apgbus,gngstr
D,apgbus-gngvee,45,45,45,45,35.0,apgbus,gngvee
D,apgbus-gnstre,40,40,40,40,20.0,apgbus,gnstre
D,apgbus-h2akzo,13,13,13,13,6.5,apgbus,h2akzo
D,apgbus-hgncur,25,25,25,25,23.1,apgbus,hgncur
D,apgbus-hgzrak,25,25,25,25,23.1,apgbus,hgzrak
D,apgbus-hgzrem,25,25,25,25,23.1,apgbus,hgzrem
D,apgbus-ktsker,30,30,30,30,20.0,apgbus,ktsker
D,apgbus-lpsns,15,15,15,15,11.0,apgbus,lpsns
D,apgbus-mdscon,22,22,22,22,16.5,apgbus,mdscon
D,apgbus-mdsdel,24,24,24,24,17.682,apgbus,mdsdel
D,apgbus-niwdok,25,25,25,25,18.0,apgbus,niwdok
D,apgbus-niwhoo,25,25,25,25,18.0,apgbus,niwhoo
D,apgbus-niwwag,25,25,25,25,18.0,apgbus,niwwag
D,apgbus-nssbrn,35,35,35,35,41.0,apgbus,nssbrn
D,apgbus-sbupat,13,13,13,13,12.0,apgbus,sbupat
D,apgbus-sdabus,23,23,23,23,20.0,apgbus,sdabus
D,apgbus-sdbkrl,13,13,13,13,9.0,apgbus,sdbkrl
D,apgbus-sdbpa2,13,13,13,13,12.0,apgbus,sdbpa2
D,apgbus-sdbsin,13,13,13,13,9.0,apgbus,sdbsin
D,apgbus-spyker,15,15,15,15,11.0,apgbus,spyker
D,apgbus-spymwg,15,15,15,15,11.0,apgbus,spymwg
D,apgbus-tbobol,15,15,15,15,12.0,apgbus,tbobol
D,apgbus-uhmsta,25,25,25,25,22.0,apgbus,uhmsta
D,apgbus-uhzgar,30,30,30,30,22.0,apgbus,uhzgar
D,apgbus-uhzind,30,30,30,30,24.0,apgbus,uhzind
D,apgbus-uhzrip,27,27,27,27,23.0,apgbus,uhzrip
D,apgbus-uhzsta,25,25,25,25,22.0,apgbus,uhzsta
D,apgbus-vdmgar,28,28,28,28,28.0,apgbus,vdmgar
D,apgbus-wddsgm,30,30,30,30,23.0,apgbus,wddsgm
D,apgbus-wfmsta,34,34,34,34,34.0,apgbus,wfmsta
D,apgbus-wfmwes,34,34,34,34,34.0,apgbus,wfmwes
D,apgbus-wgbfam,20,20,20,20,16.0,apgbus,wgbfam
D,apgbus-wmdmol,18,18,18,18,14.5,apgbus,wmdmol
D,apgbus-wscgar,31,31,31,31,35.0,apgbus,wscgar
D,apgbus-wscns,35,35,35,35,31.0,apgbus,wscns
D,apgbus-wscpos,35,35,35,35,31.0,apgbus,wscpos
D,apgbus-zbkrw7,20,20,20,20,20.5,apgbus,zbkrw7
D,apgbus-zkpgar,50,50,50,50,44.0,apgbus,zkpgar
D,apgbus-zlrbri,45,45,45,45,32.0,apgbus,zlrbri
D,apgfvp-apgbus,6,6,6,6,2.2,apgfvp,apgbus
D,apgfvp-apggar,6,6,6,6,2.924,apgfvp,apggar
D,apgfvp-apgns,6,6,6,6,2.2,apgfvp,apgns
D,apgfvp-dzlns,8,8,8,8,4.0,apgfvp,dzlns
D,apgfvp-uhzgar,31,31,31,31,25.99,apgfvp,uhzgar
D,apgfvp-vdmgar,34,34,34,34,25.835,apgfvp,vdmgar
D,apggar-aducpp,36,36,36,36,35.116,apggar,aducpp
D,apggar-annrot,42,42,42,42,40.0,apggar,annrot
D,apggar-apgbus,1,1,1,1,0.01,apggar,apgbus
D,apggar-apgfvp,6,6,6,6,2.924,apggar,apgfvp
D,apggar-apghof,5,5,5,5,2.0,apggar,apghof
D,apggar-apgns,6,6,6,6,4.0,apggar,apgns
D,apggar-apgvoo,5,5,5,5,3.0,apggar,apgvoo
D,apggar-asnbus,52,52,52,52,59.0,apggar,asnbus
D,apggar-asnpad,52,52,52,52,59.0,apggar,asnpad
D,apggar-bdmmad,27,27,27,27,22.0,apggar,bdmmad
D,apggar-bdmwil,27,27,27,27,23.0,apggar,bdmwil
D,apggar-birsmi,12,12,12,12,7.540000000000001,apggar,birsmi
D,apggar-blwrei,36,36,36,36,41.0,apggar,blwrei
D,apggar-dpubus,48,48,48,48,40.0,apggar,dpubus
D,apggar-dpunor,48,48,48,48,40.0,apggar,dpunor
D,apggar-dzlfco,4,4,4,4,1.5,apggar,dzlfco
D,apggar-dzlns,8,8,8,8,4.0,apggar,dzlns
D,apggar-dzlpla,8,8,8,8,4.0,apggar,dzlpla
D,apggar-dzlska,12,12,12,12,5.0,apggar,dzlska
D,apggar-dzlzkh,8,8,8,8,4.0,apggar,dzlzkh
D,apggar-eruhav,46,46,46,46,33.0,apggar,eruhav
D,apggar-ghzkrk,28,28,28,28,16.0,apggar,ghzkrk
D,apggar-gngbey,38,38,38,38,28.0,apggar,gngbey
D,apggar-gngbra,36,36,36,36,25.9,apggar,gngbra
D,apggar-gngbuf,35,35,40,35,28.0,apggar,gngbuf
D,apggar-gngcs,35,35,40,35,28.0,apggar,gngcs
D,apggar-gngdam,35,35,35,35,28.0,apggar,gngdam
D,apggar-gngemm,35,35,35,35,28.0,apggar,gngemm
D,apggar-gngest,35,35,35,35,26.514,apggar,gngest
D,apggar-gngied,40,40,40,40,30.6,apggar,gngied
D,apggar-gngkar,30,30,30,30,21.0,apggar,gngkar
D,apggar-gnglen,35,35,40,35,29.8,apggar,gnglen
D,apggar-gngloe,28,28,32,28,22.2,apggar,gngloe
D,apggar-gngp3e,35,35,35,35,25.0,apggar,gngp3e
D,apggar-gngprm,32,32,32,32,24.0,apggar,gngprm
D,apggar-gngslu,30,30,30,30,24.0,apggar,gngslu
D,apggar-gngumc,28,28,35,28,25.121,apggar,gngumc
D,apggar-gngvee,45,45,45,45,30.0,apggar,gngvee
D,apggar-gngzen,45,45,45,45,30.0,apggar,gngzen
D,apggar-gngzpa,45,45,45,45,30.0,apggar,gngzpa
D,apggar-gngzui,35,35,35,35,28.0,apggar,gngzui
D,apggar-grwbru,15,15,15,15,7.0,apggar,grwbru
D,apggar-gtnknp,45,45,45,45,42.0,apggar,gtnknp
D,apggar-h2akzo,13,13,13,13,6.5,apggar,h2akzo
D,apggar-hgncur,25,25,25,25,23.1,apggar,hgncur
D,apggar-hgzand,28,28,28,28,24.466,apggar,hgzand
D,apggar-hgzbac,25,25,25,25,23.1,apggar,hgzbac
D,apggar-hgzgor,27,27,27,27,23.836,apggar,hgzgor
D,apggar-hgzhev,33,33,33,33,29.545,apggar,hgzhev
D,apggar-hgzrak,30,30,30,30,27.0,apggar,hgzrak
D,apggar-hgzrem,25,25,25,25,23.1,apggar,hgzrem
D,apggar-hhzkrk,57,57,57,57,42.0,apggar,hhzkrk
D,apggar-hrgp+r,45,45,50,45,33.0,apggar,hrgp+r
D,apggar-hwlbie,8,8,8,8,5.223,apggar,hwlbie
D,apggar-khmeik,30,30,30,30,22.5,apggar,khmeik
D,apggar-kskkrk,30,30,30,30,20.0,apggar,kskkrk
D,apggar-ktbkol,54,54,54,54,40.0,apggar,ktbkol
D,apggar-ktsker,27,27,27,27,21.0,apggar,ktsker
D,apggar-kuduls,32,32,32,32,40.0,apggar,kuduls
D,apggar-lpsns,15,15,15,15,11.0,apggar,lpsns
D,apggar-lwohav,68,68,68,68,52.0,apggar,lwohav
D,apggar-lworob,68,68,68,68,52.0,apggar,lworob
D,apggar-mdscon,22,22,22,22,16.5,apggar,mdscon
D,apggar-mdsdel,27,27,27,27,19.515,apggar,mdsdel
D,apggar-mdszui,24,24,24,24,17.5,apggar,mdszui
D,apggar-niwdok,22,22,22,22,18.0,apggar,niwdok
D,apggar-niwhoo,22,22,22,22,18.0,apggar,niwhoo
D,apggar-niwwag,22,22,22,22,18.0,apggar,niwwag
D,apggar-nssbrn,35,35,35,35,41.0,apggar,nssbrn
D,apggar-ptbzee,52,52,52,52,37.0,apggar,ptbzee
D,apggar-rdstil,18,18,18,18,16.5,apggar,rdstil
D,apggar-sbupat,13,13,13,13,12.0,apggar,sbupat
D,apggar-sdabus,30,30,30,30,24.0,apggar,sdabus
D,apggar-sdbkrl,13,13,13,13,9.0,apggar,sdbkrl
D,apggar-smrgol,30,30,30,30,24.4,apggar,smrgol
D,apggar-spyker,15,15,15,15,11.0,apggar,spyker
D,apggar-spymel,15,15,15,15,15.0,apggar,spymel
D,apggar-spymwg,15,15,15,15,11.0,apggar,spymwg
D,apggar-swetor,19,19,19,19,15.0,apggar,swetor
D,apggar-tboboe,18,18,18,18,12.0,apggar,tboboe
D,apggar-tbobol,15,15,15,15,12.0,apggar,tbobol
D,apggar-tboham,17,17,17,17,14.781,apggar,tboham
D,apggar-tptold,13,13,13,13,11.01,apggar,tptold
D,apggar-twahoo,24,24,24,24,16.109,apggar,twahoo
D,apggar-uhmsta,25,25,25,25,22.0,apggar,uhmsta
D,apggar-uhzgar,25,25,25,25,22.0,apggar,uhzgar
D,apggar-uhzind,30,30,30,30,24.0,apggar,uhzind
D,apggar-uhzrip,30,30,30,30,23.0,apggar,uhzrip
D,apggar-uhzsta,30,30,30,30,22.0,apggar,uhzsta
D,apggar-uhzwan,30,30,30,30,24.0,apggar,uhzwan
D,apggar-usqspo,30,30,30,30,25.0,apggar,usqspo
D,apggar-vdmaqu,28,28,28,28,27.0,apggar,vdmaqu
D,apggar-vdmbus,28,28,28,28,27.0,apggar,vdmbus
D,apggar-vdmgar,28,28,28,28,28.0,apggar,vdmgar
D,apggar-vdmsta,26,26,26,26,25.0,apggar,vdmsta
D,apggar-vlvspo,45,45,45,45,45.0,apggar,vlvspo
D,apggar-vwdmar,45,45,45,45,45.0,apggar,vwdmar
D,apggar-wddsgm,21,21,21,21,23.0,apggar,wddsgm
D,apggar-wddzwa,21,21,21,21,23.0,apggar,wddzwa
D,apggar-wfmsta,34,34,34,34,30.0,apggar,wfmsta
D,apggar-wfmwes,34,34,34,34,30.0,apggar,wfmwes
D,apggar-wgbfam,20,20,20,20,16.0,apggar,wgbfam
D,apggar-wmdmol,18,18,18,18,14.5,apggar,wmdmol
D,apggar-wscgar,30,30,30,30,30.0,apggar,wscgar
D,apggar-wscns,35,35,35,35,35.0,apggar,wscns
D,apggar-wscpos,33,33,33,33,30.0,apggar,wscpos
D,apggar-zbkns,32,32,32,32,21.678,apggar,zbkns
D,apggar-zbkrw7,20,20,20,20,20.5,apggar,zbkrw7
D,apggar-zlrbri,50,50,50,50,32.0,apggar,zlrbri
D,apghof-apggar,5,5,5,5,2.0,apghof,apggar
D,apghof-uhzgar,30,30,30,30,24.0,apghof,uhzgar
D,apgns-apgbus,4,4,4,4,1.0,apgns,apgbus
D,apgns-apgfvp,6,6,6,6,2.2,apgns,apgfvp
D,apgns-apggar,6,6,6,6,4.0,apgns,apggar
D,apgns-dzlns,8,8,8,8,4.0,apgns,dzlns
D,apgns-gngcs,35,35,40,35,28.0,apgns,gngcs
D,apgns-uhzgar,25,25,25,25,22.0,apgns,uhzgar
D,apgns-vdmgar,28,28,28,28,28.0,apgns,vdmgar
D,apgvoo-apgbus,5,5,5,5,3.0,apgvoo,apgbus
D,apgvoo-apggar,5,5,5,5,3.0,apgvoo,apggar
D,apsbos-asnbus,25,25,25,25,19.34,apsbos,asnbus
D,apsbos-asngar,32,32,32,32,20.02,apsbos,asngar
D,apsbos-lekbus,35,35,35,35,28.5,apsbos,lekbus
D,apsbos-owdbus,10,10,10,10,8.5,apsbos,owdbus
D,apsbos-owdgar,10,10,10,10,7.5,apsbos,owdgar
D,apshul-asnbus,25,25,25,25,19.34,apshul,asnbus
D,apshul-lekbus,35,35,35,35,28.5,apshul,lekbus
D,apshul-owdbus,10,10,10,10,8.5,apshul,owdbus
D,apshul-owdgar,10,10,10,10,7.5,apshul,owdgar
D,asnale-asngar,10,10,10,10,10.0,asnale,asngar
D,asnbaa-asnbus,7,7,7,7,3.5,asnbaa,asnbus
D,asnbaa-asngar,13,13,13,13,4.5,asnbaa,asngar
D,asnbkw-asnbus,9,9,9,9,4.169,asnbkw,asnbus
D,asnbkw-asngar,10,10,10,10,4.757,asnbkw,asngar
D,asnbkw-asnmlk,10,10,10,10,5.191,asnbkw,asnmlk
D,asnbkw-asntor,6,6,6,6,2.764,asnbkw,asntor
D,asnbkw-emngar,47,47,47,47,39.0,asnbkw,emngar
D,asnbkw-gngcs,32,32,32,32,29.313,asnbkw,gngcs
D,asnbkw-gnggar,44,44,44,44,24.206,asnbkw,gnggar
D,asnbkw-gngied,28,28,28,28,29.0,asnbkw,gngied
D,asnbui-asngar,5,5,5,5,3.0,asnbui,asngar
D,asnbus-annhun,17,17,17,17,15.0,asnbus,annhun
D,asnbus-annmar,17,17,17,17,15.0,asnbus,annmar
D,asnbus-apggar,52,52,52,52,59.0,asnbus,apggar
D,asnbus-apsbos,25,25,25,25,19.34,asnbus,apsbos
D,asnbus-apshul,25,25,25,25,19.34,asnbus,apshul
D,asnbus-asnbaa,7,7,7,7,3.5,asnbus,asnbaa
D,asnbus-asnbkw,8,8,8,8,3.457,asnbus,asnbkw
D,asnbus-asngar,7,7,7,7,2.5,asnbus,asngar
D,asnbus-asnhem,3,3,3,3,2.0,asnbus,asnhem
D,asnbus-asnhil,15,15,15,15,11.5,asnbus,asnhil
D,asnbus-asnmlk,8,8,8,8,3.3,asnbus,asnmlk
D,asnbus-asnnob,10,10,10,10,5.0,asnbus,asnnob
D,asnbus-asnpad,10,10,10,10,5.0,asnbus,asnpad
D,asnbus-asnsel,8,8,8,8,3.0,asnbus,asnsel
D,asnbus-asntor,11,11,11,11,4.5,asnbus,asntor
D,asnbus-asnzkh,3,3,3,3,1.0699999999999998,asnbus,asnzkh
D,asnbus-bdmmad,27,27,27,27,27.0,asnbus,bdmmad
D,asnbus-beins,25,25,25,25,19.0,asnbus,beins
D,asnbus-bgrrot,22,22,22,22,20.0,asnbus,bgrrot
D,asnbus-brvn33,29,29,29,29,25.274,asnbus,brvn33
D,asnbus-dpubus,20,20,20,20,15.0,asnbus,dpubus
D,asnbus-dpunor,20,20,20,20,15.0,asnbus,dpunor
D,asnbus-drabus,50,50,50,50,46.9,asnbus,drabus
D,asnbus-dvbbus,31,31,31,31,26.0,asnbus,dvbbus
D,asnbus-eelair,22,22,22,22,20.0,asnbus,eelair
D,asnbus-eeling,22,22,22,22,20.0,asnbus,eeling
D,asnbus-emnbu5,50,50,50,50,40.0,asnbus,emnbu5
D,asnbus-emnbus,50,50,50,50,40.0,asnbus,emnbus
D,asnbus-emngar,50,50,50,50,39.8,asnbus,emngar
D,asnbus-gngcs,30,30,30,30,28.0,asnbus,gngcs
D,asnbus-gngemm,30,30,30,30,28.0,asnbus,gngemm
D,asnbus-gnggar,37,37,37,37,28.0,asnbus,gnggar
D,asnbus-gngied,35,35,35,35,29.0,asnbus,gngied
D,asnbus-gngstr,31,31,31,31,29.7,asnbus,gngstr
D,asnbus-gngumc,35,35,35,35,32.0,asnbus,gngumc
D,asnbus-gngzen,38,38,38,38,33.3,asnbus,gngzen
D,asnbus-gngzpa,38,38,38,38,33.3,asnbus,gngzpa
D,asnbus-gngzui,30,30,30,30,28.0,asnbus,gngzui
D,asnbus-gtnbri,20,20,20,20,15.0,asnbus,gtnbri
D,asnbus-gtnknp,20,20,20,20,15.0,asnbus,gtnknp
D,asnbus-gtnn34,20,20,20,20,15.0,asnbus,gtnn34
D,asnbus-hgngar,32,32,32,32,32.0,asnbus,hgngar
D,asnbus-hgnhoo,26,26,26,26,26.0,asnbus,hgnhoo
D,asnbus-hgnns,32,32,32,32,32.5,asnbus,hgnns
D,asnbus-hgzklo,35,35,35,35,30.0,asnbus,hgzklo
D,asnbus-hgzrak,24,24,24,24,24.0,asnbus,hgzrak
D,asnbus-hgztsl,26,26,26,26,26.0,asnbus,hgztsl
D,asnbus-hrgraa,26,26,26,26,21.0,asnbus,hrgraa
D,asnbus-hwkell,30,30,30,30,23.15,asnbus,hwkell
D,asnbus-hwklaw,33,33,33,33,24.96,asnbus,hwklaw
D,asnbus-lekbus,40,40,40,40,30.04,asnbus,lekbus
D,asnbus-lekgar,44,44,44,44,35.5,asnbus,lekgar
D,asnbus-mplgar,51,51,51,51,55.0,asnbus,mplgar
D,asnbus-mplns,51,51,51,51,55.0,asnbus,mplns
D,asnbus-nrgnac,25,25,25,25,17.56,asnbus,nrgnac
D,asnbus-nrgwes,24,24,24,24,15.75,asnbus,nrgwes
D,asnbus-odpgar,30,30,30,30,30.0,asnbus,odpgar
D,asnbus-onnlan,30,30,30,30,25.0,asnbus,onnlan
D,asnbus-othetm,23,23,23,23,20.0,asnbus,othetm
D,asnbus-owdbu1,28,28,28,28,25.380000000000003,asnbus,owdbu1
D,asnbus-owdbus,28,28,28,28,25.380000000000003,asnbus,owdbus
D,asnbus-owdgar,30,30,30,30,26.6,asnbus,owdgar
D,asnbus-pzemol,30,30,30,30,21.0,asnbus,pzemol
D,asnbus-rdebus,35,35,35,35,25.7,asnbus,rdebus
D,asnbus-shvgar,58,58,58,58,52.0,asnbus,shvgar
D,asnbus-sknbus,40,40,40,40,35.0,asnbus,sknbus
D,asnbus-skngar,45,45,45,45,36.0,asnbus,skngar
D,asnbus-smdpol,20,20,20,20,13.1,asnbus,smdpol
D,asnbus-tapbus,55,55,55,55,42.0,asnbus,tapbus
D,asnbus-tapfle,55,55,55,55,42.0,asnbus,tapfle
D,asnbus-vdmaqu,31,31,31,31,33.0,asnbus,vdmaqu
D,asnbus-vdmbuf,35,35,35,35,35.0,asnbus,vdmbuf
D,asnbus-vdmbus,34,34,34,34,33.0,asnbus,vdmbus
D,asnbus-vdmgar,38,38,38,38,30.0,asnbus,vdmgar
D,asnbus-vdmjul,40,40,40,40,32.436,asnbus,vdmjul
D,asnbus-vdmsta,38,38,38,38,31.0,asnbus,vdmsta
D,asnbus-vdmwoo,38,38,38,38,31.801,asnbus,vdmwoo
D,asnbus-vrsraa,10,10,10,10,7.0,asnbus,vrsraa
D,asnbus-wsbmeu,25,25,25,25,24.0,asnbus,wsbmeu
D,asnbus-wscgar,50,50,50,50,45.0,asnbus,wscgar
D,asnbus-wscns,50,50,50,50,45.0,asnbus,wscns
D,asnbus-zbkrw7,15,15,15,15,7.0,asnbus,zbkrw7
